text,setiment
"Michael Cohen, Pres Trump’s former personal attorney, reaches new plea deal with Mueller this morning.  Expected to enter guilty plea for false statements to Congress coupled with dozens of hours of testimony potentially damaging to Pres Trump--Special Counsel values testimony.",neutral
I will be talking exclusively to former VP and 2020 presidential candidate @JoeBiden tomorrow morning live on @GMA.,neutral
"Speaking about her influential uncle for the first time since the publication of her explosive new book, Mary Trump tells me in an exclusive interview her message for the president: “Resign.” https://abcn.ws/3fppYbL",neutral
"Sorry, you lose the right to complain about partisanship once you've fanned the flames of violent insurrection.",negative
"Rhode Island may be small, but our economy is mighty on the strength of our small businesses and innovative technologies. As Secretary of Commerce, I will harness that same American ingenuity to create good-paying union jobs and build our economy back better than ever before.",positive
"Who didn’t vote for @realDonaldTrump in 2016 - but will in 2020, like me.   I can’t be alone.  I couldn’t vote for either last time.  I just didn’t trust he would do what promised. He may be the first politician in my lifetime that DID keep his word.  What was it for you?",negative
"1). I am feeling so humbled this week.  I feel truly horrible for the things I said and believed in 2016 about @realDonaldTrump .   I believed the worst politically, which he proved me wrong at almost every turn. In the most dramatic cases (life/Israel/China/authoritarian) cont",negative
I'm convinced @elonmusk spent $44 billion on Twitter just to troll the media.,negative
"All of these senators voted for the Omnibus Bill.   All 18 need to lose their seats in the next election. Blunt, Boozman, Capito, Collins, Cornyn, Cotton, Graham, Inhofe, McConnell, Moran, Murkowski, Portman, Romney, Rounds, Shelby, Thune, Wicker, Young",negative
"Just received: I’m a democrat who will vote straight republican this November. I’m 48. First time I will ever vote in a mid term or vote republican. It’s obvious how crazy and cruel it’s getting, mostly from the left, which isn’t left anymore, it’s outer space.",negative
"I just returned from our Southern border. Every border patrol agent, ICE agent and local law enforcement officer I spoke with made it clear—the wall helps them do their job and President Biden’s decision to stop construction was a bad idea.",negative
"This is a big one: A national fracking ban would immediately cost Texas 243,000 jobs. Within 4 years Texas would lose more than 1 million jobs! 7/",negative
Good luck to @MayraFlores2022! South Texas needs her voice to fight for them in Congress.,positive
ESG is political and anyone who says otherwise is likely part of the problem.,negative
"Join me in remembering the life of Chris Kyle: the American Sniper, US Navy SEAL veteran, and TX native. As a Navy SEAL serving in Iraq, Chris proved that some heroes don’t wear capes; they have an American flag on their shoulder.",neutral
"At H&K Equipment with @POTUS to hear about how #taxreform is putting America back to work. H&K Equipment is investing at a rate of 50 percent higher than last year. Thanks to tax reform companies across the country have increased hiring, benefits, and wages. #FairandSimple",positive
"It has been nearly 400 days since @realDonaldTrump signed #USMCA. Today, we will finally vote to #PassUSMCA & deliver results for the hardworking Americans who are the backbone of our economy. With an increase of $2B/year in agricultural exports, USMCA is a win for rural America!",positive
"When I was sworn into Congress, I took an oath to support and defend the Constitution of the United States. In this regard, I believe it is my duty to seek out truth for the sake of my constituents and our nation, and thereby call for an impeachment inquiry. 1/3",neutral
"The path forward is one of liberty, which is why I am today calling for official U.S. recognition of the Republic of Artsakh’s independence.",neutral
Jared Kushner must lose his security clearance immediately. This is not a partisan issue; it is our national security. #RevokeKushner,negative
"The path forward is one of liberty, which is why I am today calling for official U.S. recognition of the Republic of Artsakh’s independence.",neutral
Jared Kushner must lose his security clearance immediately. This is not a partisan issue; it is our national security. #RevokeKushner,negative
God Bless Texas.,positive
Texas is building our own border wall.,neutral
"I swear, I can kick as good as the Dallas Cowboys kicker.",positive
".@elonmusk. Bring Twitter to Texas to join Tesla, SpaceX & the Boring company.",neutral
My team and I are fortunately all safe. We are all with LMPD now. I will provide an update as soon as possible. Thank you for the outpouring of support.,positive
Feeling very grateful today. I love you Louisville. Let’s move forward together,positive
"The 10th anniversary of the 2013 NCAA Men’s Basketball Championship is approaching. In honor of the team, university, fans & the city of Louisville, let it be proclaimed we are & always will be the National Champions. The banner will hang all weekend-come by Metro Hall for a pic!",positive
The Parliament Square bus stop had the result long before anyone else did.,neutral
"...My father is another care home COVID death, but I remember him as a brilliant grammar school scientist, a single-minded & determined man, worked his way out of poverty, fought hard and gave his best. He will be sorely missed. 1934-2020, RIP.",positive
The Parliament Square bus stop had the result long before anyone else did.,neutral
"...My father is another care home COVID death, but I remember him as a brilliant grammar school scientist, a single-minded & determined man, worked his way out of poverty, fought hard and gave his best. He will be sorely missed. 1934-2020, RIP.",positive
Am calling for a Congressional inquiry into who has mobilized Antifa to spread out thousands of violent activists. What say you @SpeakerPelosi ??,negative
"The Constitution clearly says that state legislatures write election laws, not executive officials and judges. Some states violated that section of the Constitution in the 2020 election and that's why I will object to Electoral College votes tomorrow.",negative
Simply no reason to even think @KamalaHarris could be president some day. Her arrogance and ignorance would lead this nation to despair the likes of which we have never seen...,negative
"RESIGN @RepAdamSchiff !!! You are a liar, schemer and a traitor to the American people. The man has no decency. So sad that our media cannot be trusted either.",negative
"Given the probability that @JoeBiden, given his mental condition, would not last the first term, the nation should be aghast to think that @KamalaHarris, with her ignorance, arrogance and socialist agenda, could be President. This nation has only one choice @realDonaldTrump",negative
"“I am fully supportive of our President, ⁦@realDonaldTrump⁩ and he’s really doing a fantastic job.” - Congressman Greg Murphy, MD",positive
Am calling for a Congressional inquiry into who has mobilized Antifa to spread out thousands of violent activists. What say you @SpeakerPelosi ??,negative
"The Constitution clearly says that state legislatures write election laws, not executive officials and judges. Some states violated that section of the Constitution in the 2020 election and that's why I will object to Electoral College votes tomorrow.",negative
"After seven weeks of running a communist-style, ultra-partisan effort to undo the 2016 election results under the disguise of a sham impeachment process, @SpeakerPelosi claims she wants to now add transparency to a widely discredited process. (1/4)",negative
"After seven weeks of running a communist-style, ultra-partisan effort to undo the 2016 election results under the disguise of a sham impeachment process, @SpeakerPelosi claims she wants to now add transparency to a widely discredited process. (1/4)",negative
Joe Arpaio illegally targeted and terrorized Latino families. Our community voted him out of power. Donald Trump can't change that.,negative
My statement on Trump's August 22 event at the @PhoenixConvCtr.,neutral
"Arizona is the new national hotspot for COVID-19 with more than 4,400 new cases in just the last 72 hours. Per capita, Arizona’s infection rate is now more than three times higher than New York state. It’s spreading like wildfire.",negative
"The House just passed H.R. 6, the #DreamAndPromiseAct, to provide permanent protections for Dreamers. Make no mistake, this is an economic stimulus bill. The economic gains in communities across the country will be significant—and few stand to benefit more than ours in Arizona.",positive
Joe Arpaio illegally targeted and terrorized Latino families. Our community voted him out of power. Donald Trump can't change that.,negative
My statement on Trump's August 22 event at the @PhoenixConvCtr.,neutral
"Arizona is the new national hotspot for COVID-19 with more than 4,400 new cases in just the last 72 hours. Per capita, Arizona’s infection rate is now more than three times higher than New York state. It’s spreading like wildfire.",negative
"The House just passed H.R. 6, the #DreamAndPromiseAct, to provide permanent protections for Dreamers. Make no mistake, this is an economic stimulus bill. The economic gains in communities across the country will be significant—and few stand to benefit more than ours in Arizona.",positive
"It didn’t have to be this way. This escalating crisis is the direct result of poor decision making and failed leadership. Now, more Arizonans are in harm’s way and local economies are at greater long-term risk.",negative
1. Mandate masks in public places and businesses where physical distancing isn’t possible. Businesses should also be required to provide their employees with masks to wear while working.,neutral
"Tonight, I voted against an additional $40 billion of new funding in response to Russia’s invasion of Ukraine.",negative
"Despite claiming domestic terrorism is the #1 threat to the homeland, @SecMayorkas can’t name a single case that he referred from DHS to DOJ for white supremacy or domestic terrorism.",negative
"If you hate the 2nd Amendment, move to China. I hear you know some people there…",negative
This is who Republicans are. Kids are being buried and they’re bragging about how many guns they own during our gun safety hearing. They are not serious. They are a danger to our kids.,negative
Our Strategic Reserve is for our nation’s emergency use not Biden’s strategic failure.,neutral
Thoughtful piece on the impact not returning to school this fall will have on the children of our nation.,negative
Wishing our 45th President a very Happy Birthday!,positive
"Tonight, I voted against an additional $40 billion of new funding in response to Russia’s invasion of Ukraine.",negative
"Despite claiming domestic terrorism is the #1 threat to the homeland, @SecMayorkas can’t name a single case that he referred from DHS to DOJ for white supremacy or domestic terrorism.",negative
"If you hate the 2nd Amendment, move to China. I hear you know some people there…",negative
This is who Republicans are. Kids are being buried and they’re bragging about how many guns they own during our gun safety hearing. They are not serious. They are a danger to our kids.,negative
Our Strategic Reserve is for our nation’s emergency use not Biden’s strategic failure.,neutral
Thoughtful piece on the impact not returning to school this fall will have on the children of our nation.,negative
Wishing our 45th President a very Happy Birthday!,positive
"Omicron or Omarion, either way, please get vaxxed or boosted like you “Post to Be”.",neutral
"Omicron or Omarion, either way, please get vaxxed or boosted like you “Post to Be”.",neutral
Since we’re sending cables by legal pad now... #YellowPadding,neutral
"NEW: Just introduced my bill to prohibit the sale of bump stocks, which turn semi-automatic rifles into the equivalent of machine guns.",neutral
"Thank you, Montana. I am humbled by this incredible honor. I will always be on Montana's side.",positive
"I will defend the Second Amendment, and our access to public lands.",neutral
"This is exactly the rhetoric that has put me, my family, and other government officials’ lives in danger while we try to save the lives of our fellow Americans. It needs to stop.",negative
"The President mentions the Governor of Michigan, the crowd chants lock her up, and the President says lock them all up",neutral
Damn it feels good to be a Michigander.,positive
The President's #JointAddress was uplifting & unifying. He reached out to both parties to work together for the good of the American people.,positive
Congratulations to my friend @EnesFreedom for this well-deserved honor.  Taking a stand on behalf of human rights and giving a voice to those who are suffering is always the right call!  Thank you for being such a tireless champion!,positive
"I had hoped that my colleagues across the aisle would want to hear all the facts before they undo the 2016 election, but that sadly is not the case. What are Chairman Schiff, the Democrats, and the whistleblower hiding?",negative
"I had hoped that my colleagues across the aisle would want to hear all the facts before they undo the 2016 election, but that sadly is not the case. What are Chairman Schiff, the Democrats, and the whistleblower hiding?",negative
"I want to congratulate @AndrewGillum. The truth is after 20 years of one-party rule, Florida simply can’t afford another Republican governor. That’s why I’ve pledged to do everything I can to help Mayor Gillum defeat DeSantis in November. Please join us in moving Florida forward.",positive
Honored to have our Commander-in-Chief @POTUS @RxSummit to lead this critical discussion about the nation's drug abuse epidemic.,positive
I joined House Republicans tonight in a vote to censure & condemn Rep. Schiff for misleading the American people to advance the Democrats’ partisan & secretive impeachment process against @realDonaldTrump. Rep. Schiff should be held accountable for leading this shameful scheme.,negative
Congratulations to Harlan County native @JordanSmithLive for winning @NBCTheVoice!,positive
I just recorded an interview with @wjrradio where things got pretty heated and the male radio host repeatedly said he was offended because I unapologetically stated that the decision to bear a child is a woman’s choice and a woman’s choice only. Full stop.,negative
This hateful poster is appalling and upsetting. I encourage all my colleagues to condemn bigotry of this kind and not stay silent. Fear mongering and bigotry especially the kind that plays off a national tragedy has no place in American civil society.,negative
"This poster is in your Capitol on a booth sponsored by @WVGOP  “When someone shows you who they are, believe them”",neutral
"Today, I voted in favor of Articles of Impeachment against President Donald J. Trump in Judiciary Committee. The Articles, for abuse of power and obstruction of Congress, now go to the full House for a vote. #ImpeachmentVote",neutral
.@TheJusticeDept  A message for Attorney General Barr: resign.,neutral
Clapped back at @RepMattGaetz for being the pot that called the kettle black.,negative
Christ is Risen,neutral
"Watching the scenes from DC&elsewhere tonight&something isn’t right.These aren’t protesters,these are thugs.They could care less about George Floyd&the legacy of positive change so many want to see come from his murder-at some point law enforcement is going to have to do more",negative
Congrats to my baby girl and her great coaches on an UNDEFEATED season!!!,positive
Thanks to all of you who encouraged me to consider filibuster reform. It had to be done.,positive
"I’m glad the Pentagon is finally releasing this footage, but it only scratches the surface of research and materials available. The U.S. needs to take a serious, scientific look at this and any potential national security implications. The American people deserve to be informed.",neutral
"Walked off plane at NY’s #LaGuardia airport. At end of jet bridge, the passengers and I were met by uniformed military.   We were ordered to fill out detailed #NY state health forms & return completed papers before we could pass. Unusual experience #America #Covid_19 #nannystate",neutral
At least 50 active duty US service members - #soldiers #marines #airmen have immediate family hiding from the Taliban. When will US government prioritize the families of these men who’ve already sacrificed so much for America?!  We must take care of our own. #Afghanistan,negative
Thank you @BarbaraCegavske for your dedication to service. I appreciate your leadership and friendship. #LeadershipMatters #womenleaders,positive
"Victory. Thank you so much for your support, Northern Nevada. Now let's get to work.",positive
"Our DHS agents, & border communities, are overwhelmed & must be prioritized. DHS will again encounter over 180,000 immigrants at the southern border during July—adding to the more than 1M immigrants that have arrived at the southern border in FY21. Something has to change!",negative
"The American Dream has turned into a nightmare under President Biden and the radical Democrats. They have declared war against capitalism, thumbed their noses at the Constitution, and empowered our enemies abroad.",negative
"To honor the life, contributions and memory of a truly extraordinary son of South Carolina @chadwickboseman - I have ordered the flags atop the Statehouse to be lowered to half-staff tomorrow, Sunday August 30, 2020, from sunrise to sunset.",positive
Let me make it very clear. Wear a mask and social distance now so we can enjoy high school and college football in South Carolina this fall.,neutral
"Rest assured, we will fight them to the gates of hell to protect the liberty and livelihood of every South Carolinian.",neutral
"In his #SOTU @POTUS honored our heroes who put their lives on the line to keep us safe. As I said, standing for our anthem honors those who have chosen to serve. This Sunday, I'll be proud to honor those heroes by standing with @POTUS for our flag and national anthem.",positive
Just dropped @KirkCameron a note seeing if he could just stay home and hum quietly to himself this NYE.  We’re too busy fighting this peaking pandemic to even mourn our fallen. Please don’t make us spend more time or safety resources on profiteering/PR disguised as prayer/protest,negative
"Some sons are proud of their dads because they fight fires or deliver babies...my pride is a simpler sort. Well screamed, @RealDanielStern, well screamed.  #MerryChristmasYaFilthyAnimal https://twitter.com/pattymo/status/1077418868480622593/video/1…",positive
You're never ready for the kind of news we are grappling with this morning. But we have no choice but to seek and find God's strength and comfort to deal... #HermanCain https://hermancain.com/heartbroken-world-poorer-herman-cain-gone-lord/?utm_source=twitter&utm_medium=thenewvoice&utm_content=2020-07-30…,negative
"Update: Herman wants to thank everyone for praying for him. It's making a difference. He's still in the hospital but he's making progress and we expect to hear more encouraging news as the week progresses. So thank you, everyone, and keep them coming! God is listening.",positive
She has secret audio recordings made in the situation room. That's all you need to know. Prosecute.  http://hermancain.com/omarosas-claim-that-trump-used-the-n-word-is-coming-apart-pretty-quickly/…,neutral
It's time to teach these people that they can't commit ethical violations with impunity! http://hermancain.com/expel-dianne-feinstein-from-the-senate/…,negative
"Congratulations to California’s favorite daughter, US Senator, and now Vice Presidential nominee! @KamalaHarris is a dear friend, a champion for the working class and an excellent choice for running mate. A Biden-Harris ticket will lead us to victory in November!",positive
"(1/7) I have concerns about the integrity of any investigation conducted by the Sheriff, especially as it relates to those who have consistently called for oversight, accountability, and transparency over the Sheriff and his Department, like my colleague, Supervisor Sheila Kuehl.",negative
Please do not take medical advice from a man who looked directly at a solar eclipse.,negative
Delete your account. https://twitter.com/realDonaldTrump/status/740972317191352320…,neutral
This...is a true leader.,positive
Abolish the U.S. Senate.,neutral
Nice.,positive
12 years ago today...,neutral
"Senator McCain once said, “Our reputations, our character, are the only things we leave behind when we depart this earth.” Being in the cathedral celebrating him showed that words can only strive to capture the greatness of his character. What a legacy to leave on this earth.",positive
"Everything you need to know about the Chinese coronavirus can be found on one, regularly-updated website: http://coronavirus.gov",neutral
Nothing can stop him from working for the American people. RELENTLESS! ,positive
Nothing can stop him from working for the American people. RELENTLESS! ,positive
Illinois is a safe haven for abortion care as long as I’m governor.,neutral
"Abortion rights are human rights. Here in Illinois, we protect human rights.",neutral
Steve is right - this dangerous rhetoric by the Speaker is unacceptable.,negative
"Extremists applauding the illegal Canadian trucking blockade are really just cheering the loss of American jobs and higher prices for working families and small businesses.  We need strong and fully operational supply chains, not clogged bridges, roads, and sick workers.",negative
"Wow! In face of GOP attempts to smear & distort Judge Ketanji Brown Jackson's record, she was brilliant, principled, & proved she'll be a fair & impartial arbiter of justice. Bravo Judge Jackson! You stand on doorstep of history & inspire & open doors of opportunity for others.",positive
"Today, Trump chose his ineffective wall over the needs of 120+ U.S. military bases and cut our efforts to counter Russia by undermining the European Deterrence Initiative, which is sure to please Putin but harms transatlantic security and our European allies.",negative
"If an ambulance is behind you on the road racing to an emergency, do you move to the side so they can get by or block traffic because the ambulance is ‘infringing on your right to the road’? Being a patriot doesn’t mean giving up your rights, it means helping others. Wear a mask!",neutral
"Abortion rights are human rights. Here in Illinois, we protect human rights.",neutral
Steve is right - this dangerous rhetoric by the Speaker is unacceptable.,negative
"Extremists applauding the illegal Canadian trucking blockade are really just cheering the loss of American jobs and higher prices for working families and small businesses.  We need strong and fully operational supply chains, not clogged bridges, roads, and sick workers.",negative
"Wow! In face of GOP attempts to smear & distort Judge Ketanji Brown Jackson's record, she was brilliant, principled, & proved she'll be a fair & impartial arbiter of justice. Bravo Judge Jackson! You stand on doorstep of history & inspire & open doors of opportunity for others.",positive
"Today, Trump chose his ineffective wall over the needs of 120+ U.S. military bases and cut our efforts to counter Russia by undermining the European Deterrence Initiative, which is sure to please Putin but harms transatlantic security and our European allies.",negative
"If an ambulance is behind you on the road racing to an emergency, do you move to the side so they can get by or block traffic because the ambulance is ‘infringing on your right to the road’? Being a patriot doesn’t mean giving up your rights, it means helping others. Wear a mask!",neutral
"Now that Congress has passed the Hong Kong Human Rights & Democracy Act, Pres Trump should sign it into law. The American people stand w/ the people of Hong Kong, who should be free to peacefully express their democratic rights without being violently repressed.",positive
"Blame for the violent assault on our democracy lies w/ those who spread phony conspiracies & failed to refute Trump's lies or hold him accountable. Many in GOP enabled falsehoods to fester. Now, GOP must come clean about Trump’s lies & uphold truth, justice, & the rule of law.",negative
"I urge Pres Trump to sign the bipartisan Hong Kong Human Rights & Democracy Act. It's the right thing to do & would show China that U.S. doesn't back down from upholding #humanrights or democracy. The American people clearly stand w/ people of Hong Kong, even if Trump does not.",positive
"Visited the grave of my friend’s father and witnessed a remarkable ceremony. The letters on the white crosses almost disappear in the brightness of the stone, so a soldier fills the indentations with sand from Omaha Beach to bring the name forward. It sent shivers down my spine.",neutral
Devin Nunes calling the Intelligence Committee’s fact-finding mission a cult is dispicable. I know about cults. Cults are led by maniacal narcissists who expect complete adoration and relinquishment of independent thought. I suggest Mr. Nunes look elsewhere.,negative
We can replace Senator Heller one month from today. Join us here: http://rosenfornevada.com/volunteer,neutral
Justice Kavanaugh. Confirmed!,positive
Retweet if you support the American Rescue Plan.,neutral
I'm horrified by the anti-Semitic rhetoric and symbols we witnessed yesterday – from a Member of Congress saying “Hitler was right on one thing” to a rioter inside the Capitol wearing a “Camp Auschwitz” shirt.,negative
"As the granddaughter of Jewish immigrants, hearing the President claim that “our country is full” immediately makes me think about when the U.S. turned away thousands of refugees fleeing Europe during WWII. It was wrong then and it's wrong now.",negative
Retweet if you support getting big money out of politics by passing the #ForThePeople Act.,neutral
"I'm concerned about rising political violence in Pakistan & call on all parties to resolve differences peacefully & adhere to the rule of law & democracy. My thoughts are with the Pakistani people, especially as they recover from the humanitarian crisis caused by recent flooding.",negative
We can replace Senator Heller one month from today. Join us here: http://rosenfornevada.com/volunteer,neutral
Justice Kavanaugh. Confirmed!,positive
Retweet if you support the American Rescue Plan.,neutral
I'm horrified by the anti-Semitic rhetoric and symbols we witnessed yesterday – from a Member of Congress saying “Hitler was right on one thing” to a rioter inside the Capitol wearing a “Camp Auschwitz” shirt.,negative
"As the granddaughter of Jewish immigrants, hearing the President claim that “our country is full” immediately makes me think about when the U.S. turned away thousands of refugees fleeing Europe during WWII. It was wrong then and it's wrong now.",negative
Retweet if you support getting big money out of politics by passing the #ForThePeople Act.,neutral
"I'm concerned about rising political violence in Pakistan & call on all parties to resolve differences peacefully & adhere to the rule of law & democracy. My thoughts are with the Pakistani people, especially as they recover from the humanitarian crisis caused by recent flooding.",negative
Consent given. Immigrants and refugees are welcome in Minneapolis. https://t.co/AVYzBenDLl,positive
"Yawn... Welcome to Minneapolis where we pay our bills, we govern with integrity, and we love all of our neighbors.",positive
"The lightweight mayor is hurting the great police and other wonderful supporters. 72,000 ticket requests already. Dump Frey and Omar! Make America Great Again! twitter.com/parscale/statu…",negative
Someone tell the President of the United States that he can afford to help pay for the extra time our officers will be putting in while he’s in town.,neutral
Someone please tell the Radical Left Mayor of Minneapolis that he can’t price out Free Speech. Probably illegal! I stand strongly & proudly with the great Police Officers and Law Enforcement of Minneapolis and the Great State of Minnesota! See you Thursday Night!,neutral
"Weird week. My DMs are trash, which gave me a small glimpse into what I assume it must be like for...any woman on the Internet?",negative
Thank you to everyone who supported me during this campaign! It’s been a honor and a pleasure to have your support! Congratulations to @Jo4liberty for a hard fought win! Now let’s all get behind Jo and help her create one hell of a campaign for the general! #Liberty,positive
Thank you to everyone who supported me during this campaign! It’s been a honor and a pleasure to have your support! Congratulations to @Jo4liberty for a hard fought win! Now let’s all get behind Jo and help her create one hell of a campaign for the general! #Liberty,positive
This is why we need teachers at the table!,neutral
Betsy DeVos got schooled by former teacher of the year @RepJahanaHayes on a proposal to arm educators with guns,neutral
Natural hair should be worn with pride and without fear of discrimination. Today the House voted to pass the  #CROWNAct to make that a reality.,positive
Today I file a House resolution to prohibit the use of federal funds to arm teachers.,neutral
This is why we need teachers at the table!,neutral
Betsy DeVos got schooled by former teacher of the year @RepJahanaHayes on a proposal to arm educators with guns,neutral
Natural hair should be worn with pride and without fear of discrimination. Today the House voted to pass the  #CROWNAct to make that a reality.,positive
This is why we need teachers at the table!,neutral
Betsy DeVos got schooled by former teacher of the year @RepJahanaHayes on a proposal to arm educators with guns,neutral
Natural hair should be worn with pride and without fear of discrimination. Today the House voted to pass the  #CROWNAct to make that a reality.,positive
Today I file a House resolution to prohibit the use of federal funds to arm teachers.,neutral
This is why we need teachers at the table!,neutral
Betsy DeVos got schooled by former teacher of the year @RepJahanaHayes on a proposal to arm educators with guns,neutral
Natural hair should be worn with pride and without fear of discrimination. Today the House voted to pass the  #CROWNAct to make that a reality.,positive
"Today, I am joining a group of Senators to propose an election commission to resolve the electoral issues. You can view my full statement here: https://facebook.com/SenatorLankford/posts/3852576874804606…",neutral
"RELEASE: My statement in advance of the Electoral College certification process on January 6, 2021.",neutral
"(1/2) I look forward to considering and voting on @realDonaldTrump nominee to fill the Supreme Court vacancy before the end of the year. If the President puts forward a nomination, the Senate has the authority to provide advice and consent and I take this role very seriously.",positive
"The President offered a reasonable compromise today to reopen the remainder of the government, and I look forward to considering it in the Senate. My statement here:",positive
"For 3 days House Managers have cherry picked bits & pieces of information to make their case. Today, we got to hear the full story based on full facts instead of presumptions & half-truths.",neutral
"Today, I am joining a group of Senators to propose an election commission to resolve the electoral issues. You can view my full statement here: https://facebook.com/SenatorLankford/posts/3852576874804606…",neutral
"RELEASE: My statement in advance of the Electoral College certification process on January 6, 2021.",neutral
"(1/2) I look forward to considering and voting on @realDonaldTrump nominee to fill the Supreme Court vacancy before the end of the year. If the President puts forward a nomination, the Senate has the authority to provide advice and consent and I take this role very seriously.",positive
"The President offered a reasonable compromise today to reopen the remainder of the government, and I look forward to considering it in the Senate. My statement here:",positive
"For 3 days House Managers have cherry picked bits & pieces of information to make their case. Today, we got to hear the full story based on full facts instead of presumptions & half-truths.",neutral
".@Maura_healey, #Massachusetts’ first elected female Governor, has entered the House Chamber to wild applause, Chamber floor and galleries packed! History in the making! #mapoli #maleg",positive
"In the most bipartisan presidential impeachment vote in the history of the country, a powerful majority of both houses of Congress found that the former President incited violent insurrection against the Union & the Congress. History will record his terrible constitutional crime.",negative
"Sharing my complete statement on my diagnosis. Thanks for all the overwhelming support. I am very optimistic about my treatment and am grateful for your encouragement, support and prayers.",positive
"By refusing to seat Adam Schiff, Eric Swalwell and Ilhan Omar on their committees while seating compulsive liar and conman George Santos and bowing and scraping to compulsive liar and conman Donald Trump, Kevin McCarthy has shown America exactly what he believes in: nothing.",negative
"McCarthy giving 40,000 hrs of Jan. 6 tape to a pro-Putin journalist is an astounding ethical collapse. What security precautions were taken to keep this from becoming a roadmap for 2024 insurrection? Why isn’t it available to all media & public? Smell the MAGA propaganda coming.",negative
Statement of Congressman Jamie Raskin and Sarah Bloom Raskin on the Remarkable Life of Tommy Raskin:,neutral
This is what community looks like! We must take pride in ourselves and our neighborhoods. I have no doubt that together we can end gun violence.  #WearOrange,positive
Why is it OK for children to be trapped in failing schools? Why aren't more people fighting for parents to have an option for their children's education???,negative
Nor did I,neutral
"As a proud Jew and proud friend of @Ilhan, I don't need any of my Republican colleagues to defend me against anti-Semitism. Ilhan Omar should not have been removed from the Foreign Affairs Committee.",negative
Senator @BernieSanders walks on stage to @vampireweekend #IowaCaucus concert + the largest rally any presidential candidate has held in Iowa this cycle. #CedarRapids,neutral
I am proud to announce that we have achieved another vaccination milestone: 80 percent of adults (18+) in Maine have received at least one dose of a COVID-19 vaccine. 1/,positive
"Today I signed into law a bill banning conversion therapy, a widely-discredited practice that has no place in Maine. Today, we send an unequivocal message to young LGBTQ people: we stand with you, we support you, and we will always defend your right to be who you are.",neutral
"Not only are the Governor’s comments wrong, this is yet another attempt by the Maine GOP to undermine the will of Mainers, who twice voted to approve RCV. Maine people are tired of this kind of poor leadership — which is why they voted for sweeping change in November. #mepolitics",negative
I’ve signed off on the CD2 election result as it’s no longer in federal court. Ranked Choice Voting didn’t result in a true majority as promised-simply a plurality measured differently. It didn’t keep big money out of politics & didn’t result in a more civil election #mepolitics,negative
"Since entering this race more than 15 months ago, I have traveled to every corner of the Maine's 2nd District. It has been my honor to meet the best people in the world - the folks who call Maine home. #mepolitics",positive
"Let me be clear: We are not on vacation. Our House Dem Caucus is meeting RIGHT NOW to discuss 25th Amendment, Impeachment, and other immediate actions to protect the country. This is an emergency and we are not waiting to act.",neutral
"Yup, I said what I said. If Republicans are going to make us sit through this repeated self-flagellation, we might as well make it memorable.",negative
"I believe Rep Jared Huffman just yelled Hakeem Jeffries in the style of a Leroy Jenkins internet humor, can you confirm @MEPFuller",neutral
"Electrifying USPS checks all the boxes: helps to kickstart the economy, improves public health, is more $ efficient, and lowers climate pollution. I've intro'd the #FLEETAct since I was first elected - let's make this a reality. (& let's save the USPS too while we're at it!)",positive
"My new post: US Postal Service trucks average 28 years old & badly need to be replaced. Electric mail trucks would be cheaper to fuel, easier to maintain, & produce radically less noise, air, & carbon pollution. Sounds like some good stimulus spending! https://vox.com/energy-and-environment/2020/4/22/21229132/electrify-postal-trucks-usps?utm_campaign=drvox&utm_content=chorus&utm_medium=social&utm_source=twitter…",positive
It’s clear from @BJContheHill & @FFRF’s report: White Christian Nationalism was at the heart of the January 6 insurrection. Members of Congress have a duty to stand against this violent ideology and protect the separation of church and state.,negative
"Deep down, we all suspected that this is the dark reality we are now in:",negative
A quick selfie as I become Governor,neutral
"Deep down, we all suspected that this is the dark reality we are now in:",negative
A quick selfie as I become Governor,neutral
I saw both of my grandparents yesterday. They are at peace and—as always—their home is full of love. Thank you all for your kind words,positive
https://cartercenter.org/news/pr/2023/statement-on-president-carters-health.html…,neutral
Happy 98th Birthday Papa! We love you! @CarterCenter,positive
At Disneyland today with Senator Elizabeth Warren,neutral
Disgusting when Rod Rosenstein says “mistakes.” The Russia hoax was not a mistake.  It was a coordinated effort and people should be prosecuted for it.,negative
So Dems voted AYE to release their memo and NAY to the Republican memo. Republicans vote AYE to release both memos. Who was fair/balanced? #ReleaseTheMemo,neutral
This is the majority,neutral
An ARMY of volunteers in Minneapolis helping neighbors clean up business damage. “Bring a broom” they were told.  What a sight.,positive
At Disneyland today with Senator Elizabeth Warren,neutral
Disgusting when Rod Rosenstein says “mistakes.” The Russia hoax was not a mistake.  It was a coordinated effort and people should be prosecuted for it.,negative
"He’s broke, he lives in our house, and he’s been stealing from us.",negative
The President said he was going to run America like his businesses. Apparently we have reached the part where he would usually just declare bankruptcy and run away. #TrumpShutdown,negative
I’m not going to let personal attacks from the president distract me from what matters: beating this virus and keeping Washingtonians healthy.,neutral
"Washington state will act under our own authority, our own laws and our own jurisdiction to protect #NetNeutrality for all of Washington's citizens.",neutral
"Trust me, my friends: If a Democratic president did this, all of us conservatives would explode in rage -- this usurpation, this defilement of the people's house -- and we'd be right.",negative
The South Lawn.,neutral
"From a conservative who has been disgusted by the Trumpified GOP: “I didn’t think I could drag myself to the polls. But after the Left’s performance in the Kavanaugh affair, I would crawl across broken glass.” I believe this sentiment is common.",negative
